SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,ISIN_CODE,TRADING_DATE,FILLER2,FILLER3
500002,ABB LTD.    ,A ,Q,1229.00,1239.85,1203.90,1209.95,1209.95,1204.55,1294,14034,17150294.00,,INE117A01022,30-Dec-20,,
500003,AEGIS LOGIS ,A ,Q,250.00,254.00,245.20,250.70,250.00,248.80,742,15233,3791315.00,,INE208C01025,30-Dec-20,,
500008,AMAR RAJA BA,A ,Q,940.00,945.95,929.75,935.65,936.35,936.00,846,46416,43455519.00,,INE885A01032,30-Dec-20,,
500009,A.SARABHAI  ,X ,Q,20.60,20.60,19.90,19.95,19.90,20.20,79,16361,329323.00,,INE432A01017,30-Dec-20,,
500010,HDFC        ,A ,Q,2521.00,2524.00,2483.15,2516.95,2516.95,2520.65,6215,73386,183600941.00,,INE001A01036,30-Dec-20,,
500012,ANDHRA PETRO,X ,Q,49.45,50.55,47.60,50.20,50.50,49.15,537,176525,8815835.00,,INE714B01016,30-Dec-20,,
500013,ANSAL INFRAS,T ,Q,10.88,10.89,10.50,10.89,10.89,10.38,129,113934,1240538.00,,INE436A01026,30-Dec-20,,
500014,UTIQUE      ,X ,Q,1.75,1.75,1.58,1.75,1.75,1.75,8,2491,3997.00,,INE096A01010,30-Dec-20,,
500016,ARUNAHTEL   ,XT,Q,7.97,8.79,7.97,7.97,7.97,8.38,8,1251,10254.00,,INE957C01019,30-Dec-20,,
500020,BOM DYEING  ,A ,Q,74.90,77.00,73.60,76.55,76.55,74.85,2016,283694,21397878.00,,INE032A01023,30-Dec-20,,
500023,ASIANHOTNR  ,B ,Q,73.00,74.95,73.00,74.35,74.35,74.20,20,286,21209.00,,INE363A01022,30-Dec-20,,
500027,ATUL LTD.   ,A ,Q,6436.90,6512.30,6351.75,6467.05,6512.30,6386.30,414,1252,8033741.00,,INE100A01010,30-Dec-20,,
500028,ATV PROJECTS,XT,Q,4.80,5.00,4.75,4.99,5.00,5.00,26,5517,26853.00,,INE447A01015,30-Dec-20,,
500029,AUTOLITE(I) ,B ,Q,24.10,25.50,23.85,25.15,25.50,24.05,56,2934,72995.00,,INE448A01013,30-Dec-20,,
500031,BAJAJ ELECT.,A ,Q,615.15,616.20,607.75,613.20,615.00,611.40,195,4102,2512870.00,,INE193E01025,30-Dec-20,,
500032,BAJAJHIND   ,A ,Q,6.15,6.21,6.02,6.14,6.14,6.10,767,535088,3284789.00,,INE306A01021,30-Dec-20,,
500033,FORCE MOTR  ,A ,Q,1360.00,1377.00,1347.75,1358.95,1358.95,1359.05,325,1988,2704383.00,,INE451A01017,30-Dec-20,,
500034,BAJFINANCE  ,A ,Q,5209.00,5346.00,5176.65,5334.50,5334.50,5197.70,11351,143124,755783738.00,,INE296A01024,30-Dec-20,,
500038,BALRAM.CHINI,A ,Q,170.60,172.95,168.70,169.80,170.00,169.70,518,32033,5463972.00,,INE119A01028,30-Dec-20,,
500039,BANCO PROD. ,B ,Q,146.70,148.50,143.05,147.75,147.75,144.05,1252,41233,6026648.00,,INE213C01025,30-Dec-20,,
500040,CENTURY TEXT,A ,Q,403.00,403.00,390.55,395.60,395.60,396.15,764,36512,14437360.00,,INE055A01016,30-Dec-20,,
500041,BANNARI AMAN,A ,Q,1409.00,1414.00,1409.00,1410.65,1410.65,1400.00,15,18,25375.00,,INE459A01010,30-Dec-20,,
