SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,ISIN_CODE,TRADING_DATE,FILLER2,FILLER3
500002,ABB LTD.    ,A ,Q,1251.25,1263.50,1243.80,1248.70,1251.95,1251.55,464,6249,7847192.00,,INE117A01022,13-Feb-19,,
500003,AEGIS LOGIS ,A ,Q,194.80,196.35,190.35,192.45,193.75,193.50,95,1374,264502.00,,INE208C01025,13-Feb-19,,
500008,AMAR RAJA BA,A ,Q,742.05,745.00,736.00,740.55,736.05,741.25,242,7739,5742632.00,,INE885A01032,13-Feb-19,,
500009,A.SARABHAI  ,X ,Q,12.26,12.74,12.03,12.11,12.11,12.56,39,5945,72725.00,,INE432A01017,13-Feb-19,,
500010,HDFC        ,A ,Q,1909.00,1939.95,1909.00,1925.55,1920.00,1905.60,1405,41995,80937410.00,,INE001A01036,13-Feb-19,,
500012,ANDHRA PETRO,X ,Q,51.80,51.95,50.10,50.65,50.20,50.80,156,36953,1879095.00,,INE714B01016,13-Feb-19,,
500013,ANSAL INFRAS,B ,Q,10.00,10.50,9.86,10.18,10.14,9.87,44,10275,103539.00,,INE436A01026,13-Feb-19,,
500014,APPLE FINANC,XT,Q,1.80,1.80,1.80,1.80,1.80,1.82,2,501,901.00,,INE096A01010,13-Feb-19,,
500016,ARUNAHTEL   ,XT,Q,7.18,7.18,6.83,6.83,6.83,7.18,8,800,5499.00,,INE957C01019,13-Feb-19,,
500020,BOM DYEING  ,B ,Q,106.90,108.30,105.00,105.40,105.40,105.40,1097,87960,9377424.00,,INE032A01023,13-Feb-19,,
500023,ASIANHOTNR  ,B ,Q,145.00,145.00,145.00,145.00,145.00,142.00,1,50,7250.00,,INE363A01022,13-Feb-19,,
500024,ASSAMCO     ,B ,Q,2.13,2.13,2.13,2.13,2.13,2.03,42,119937,255465.00,,INE442A01024,13-Feb-19,,
500027,ATUL LTD.   ,A ,Q,3428.85,3428.85,3380.00,3384.30,3380.00,3424.35,39,107,363872.00,,INE100A01010,13-Feb-19,,
500028,ATV PROJECTS,XT,Q,6.13,6.40,6.13,6.20,6.20,6.16,9,4196,25961.00,,INE447A01015,13-Feb-19,,
